src,dst,sport,dport,proto,packets,bytes,duration,avg_iat,std_iat,min_iat,max_iat,pps
192.168.11.3,192.168.11.4,47546,22,TCP,28,9022,4.454392671585083,0.16497750635500308,0.5399261655510912,8.0108642578125e-05,2.4551846981048584,6.2859298818925815
192.168.11.4,192.168.11.3,22,47546,TCP,23,4256,4.453272104263306,0.2024214592846957,0.6137300180939552,4.76837158203125e-07,2.522031307220459,5.164741668936225
